Publisher Name,Publisher Registry Id,Publisher Type,Number of Activities,Publishing Humanitarian,Using Humanitarian Attribute,Appeal or Emergency Details,Clusters,Humanitarian Score
Development Initiatives Poverty Research,dipr,International NGO,0,0,0,0,0,0.0
