Publisher Name,Publisher Registry Id,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,Frequency
RCN Justice & Démocratie,rcn,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
RUAF Foundation,ruaf,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Red Cross Red Crescent Climate Centre,climate_centre,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Regional Advisory Information and Network Systems,rains,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Restless Development,restless,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Rikolto in Belgium,rikolto_belgium,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Royal Tropical Institute,kit,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Scottish Catholic International Aid Fund (SCIAF),sciaf,0,2,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Search for Common Ground (SFCG),sfcg,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Sightsavers,ss-org,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
Simavi,simavi,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Sonke Gender Justice,sjg,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Stichting Deltares,deltares,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Stichting Vluchteling,st_vluchteling,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Street Child,street_child,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
The Commonwealth Secretariat,commonwealthsecretariat,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
The Fred Hollows Foundation (UK),fhfuk,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
The HALO Trust,halo,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
The MENTOR Initiative,the_mentor_initiative,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
The Power of Nutrition,the_power_of_nutrition,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Transnational Institute,tni,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Transparency International Bangladesh,tib,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Trias,trias,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Trocaire (Northern Ireland),troc,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
UK - Department of Health and Social Care (DHSC),dhsc,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
UK - Foreign & Commonwealth Office,fco,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
UK - Ministry of Defence,ukmod,0,0,0,2,0,0,0,0,0,0,1,0,Six-Monthly
ULB-Coopération,ulbcoop,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
UNICEF Netherlands National Committee,unicefnl,0,0,0,1,0,0,0,0,0,0,1,0,Six-Monthly
United Disabled Persons of Kenya,udpk,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
United Nations Foundation,unf,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
United States Agency for International Development (USAID),usaid,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
Urgent Action Fund for Women's Human Rights,uaf,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Village Enterprise,villageenterprise,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Voluntary Service Overseas (VSO),vso,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
"WO=MEN, Dutch Gender Platform",wo-men,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
War Child UK,wcuk,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
WaterAid,wateraid,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
Women for Women International (UK),wfwiuk,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
Women's Fund Asia,wf-asia,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
World Child Cancer UK,wccuk,1,0,0,0,0,0,0,0,0,0,1,0,Six-Monthly
World Health Organization,who,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
World Resources Institute,wri,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,0,1,0,0,0,0,0,0,0,0,1,0,Six-Monthly
partos,partos_nl,0,0,1,0,0,0,0,0,0,0,1,0,Six-Monthly
50 Eight Limited,fifty_eight,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ABAAD - Resource Center for Gender Equality,arcfge,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ACODEV,acodev,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ACTIONAID INTERNATIONAL KENYA,aaik,1,0,1,1,0,0,0,0,0,0,1,0,Annual
ADRA Denmark,adra-dk,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ADRA-UK,adrauk,0,0,0,1,0,0,0,0,0,0,0,0,Annual
AECOM,aecom,0,1,0,1,0,0,0,0,0,0,0,0,Annual
AFELT,afelt,0,1,0,1,0,0,0,0,0,0,1,0,Annual
AVSI FOUNDATION IN UGANDA,avsi_uganda,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Abt Britain Limited,abtbritain,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Academy for Health Development (AHEAD),ahead,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Accelerator Nepal,acceleratornepal,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Accountability Lab,alab,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Accountable Now,accountablenow,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Action Against Hunger USA,aahusa,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Action Contre la Faim,acf-fr,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ActionAid Bangladesh,aab,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ActionAid Denmark (Mellemfolkeligt Samvirke),aadk,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ActionAid Ghana,aag,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ActionAid International,aai,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Acumen,acumen,0,0,0,0,0,0,0,0,0,0,1,0,Annual
"Adventist Development and Relief Agency, Nepal",adra_nepal,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Afghanistan Public Policy Research Organization (APPRO),appro-af,0,0,0,0,0,0,0,0,0,0,1,0,Annual
African Parks Network,african_parks,0,0,0,0,0,0,0,0,0,0,1,0,Annual
AgDevCo,agdevco,0,0,2,0,0,0,0,0,0,0,0,0,Annual
Aga Khan Foundation Afghanistan,akf_afghanistan,0,0,0,0,0,0,0,0,0,0,1,0,Annual
AgriProFocus,agriprofocus,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Agulhas Applied Knowledge,aak,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Amref Health Africa - UK,amrefha,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Amref Health Africa Headquarters,amrefhq,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Amref Health Africa in Ethiopia,amrefeth,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Amref Health Africa in Kenya,amrefkenya,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Amref Health Africa in Tanzania,amreftz,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Amref Health Africa in Uganda,amrefug,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Ashoka East Africa,ashoka,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Association for Cultural Technical and Educational Cooperation (ACTEC),actec,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Association for Women's Rights in Development (AWID),awid,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,aipr,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Autre Terre asbl,a-t,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Avanti Communications Plc,ava_admin,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Avocats Sans Frontières,asf,0,0,0,0,0,0,0,0,0,0,1,0,Annual
BBC Media Action,bbcmediaaction,0,0,0,0,0,0,0,0,0,0,1,0,Annual
BDO LLP,bdo,0,0,0,0,0,0,0,0,0,0,1,0,Annual
BOS+ tropen,bos_plus_tropen,0,0,0,0,0,0,0,0,0,0,1,0,Annual
BRAC University,bu,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Babawatoto Centre For Children and Youth,bawacecy-tz,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Balloon Ventures Foundation,bvf,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Bangladesh Nari Progati Sangha,bnps,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Bees for Development Trust,beesfordevelopment,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Bill & Melinda Gates Foundation,bmgf,1,1,0,2,0,0,0,0,0,0,0,0,Annual
Bond,bond,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Boston University,bu-carbx-admin,0,0,0,0,0,0,0,0,0,0,1,0,Annual
British Asian Trust,b_a_t,0,1,0,1,0,0,0,0,0,0,0,0,Annual
British Council,britishcouncil,1,0,1,0,0,0,0,0,0,0,0,0,Annual
Broederlijk Delen,bd,1,1,0,0,0,0,0,0,0,0,0,0,Annual
Brujula Comunicaciones Estrategicas SAS,brujula,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Brulocalis,brulocalis,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Bucks Community NGO,bucksfarm,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Business in the Community,bitc,0,0,0,0,0,0,0,0,0,0,1,0,Annual
CARE BENIN/TOGO,carebenintogo,0,1,0,0,0,0,0,0,0,0,1,0,Annual
CARE Danmark Fonden for Frivillig Ulandsbistand,12921047,0,0,0,0,0,0,0,0,0,0,1,0,Annual
CARE Nepal,cnepal,0,0,0,1,0,0,0,0,0,0,0,0,Annual
CARE SOMALIA,csom1,0,0,1,0,0,0,0,0,0,0,1,0,Annual
CARE international foundation Switzerland in Sudan,cis,0,0,0,0,0,0,0,0,0,0,1,0,Annual
CDC Group plc,cdc,0,0,0,1,0,0,0,0,0,0,0,0,Annual
CIVICUS World Alliance for Citizen Participation,civicus,0,0,0,0,0,0,0,0,0,0,1,0,Annual
CLASP,clasp,0,0,0,0,0,0,0,0,0,0,1,0,Annual
CNV Internationaal,nl-kvk-54436222-27541,0,0,0,0,0,0,0,0,0,0,1,0,Annual
COMMISSION JUSTICE ET PAIX ASBL (cjp),cjp,0,1,0,0,0,0,0,0,0,0,0,0,Annual
CRANE,crane,0,0,0,0,0,0,0,0,0,0,1,0,Annual
CREA,creausa-org,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Canada Department of Finance / Ministère des Finances Canada,finance_canada,0,1,1,0,0,0,0,0,0,0,0,0,Annual
Carbon Trust Advisory Ltd,carbontrustadvisory,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Caribbean Development Bank (CDB),caribank,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Center for International Studies and Cooperation,ceci,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Centre International de Développement et de Recherche,cidr,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Centre for Environment Human Rights and Development,cehrd1,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Centre for Humanitarian Dialogue (HD Centre),hdcentre,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Centre for Legal Research and Development,clerd-prpi,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Cesvi,cesvi,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Chance for Childhood,chanceforchildhood,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Charity Projects Ltd (Comic Relief),cprojects,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,cdeb-kvhb_admin,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Cheshire Services Uganda,csu,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Child.org,child-dot_org,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Children in Crossfire,cicni,0,0,0,0,0,0,0,0,0,0,0,0,Annual
ClientEarth,clientearth-1,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Climate Investment Funds,cif,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Coalition for Epidemic Preparedness Innovations,cepi,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Collectif Stratégies Alimentaires,csa,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Comité pour l'abolition des dettes illégitimes,cadtm,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Concordis International,concordis,0,0,0,0,0,0,0,0,0,0,1,0,Annual
"Conflict, Stability and Security Fund",cssf,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Congodorpen vzw,congodorpen,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Consortium for Street Children,csc,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Coopération par l'Education et la Culture,cec,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Cowater International Inc,cowater,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Cross-Government Prosperity Fund,prosperityfund,0,0,0,0,0,0,0,0,0,0,1,0,Annual
D. Capital Partners,dcapitalpartners,0,0,0,0,0,0,0,0,0,0,1,0,Annual
DECP,decp,0,0,0,1,0,0,0,0,0,0,0,0,Annual
DKT Ethiopia,dkt_ethiopia,0,0,0,0,0,0,0,0,0,0,1,0,Annual
DUF - The Danish Youth Council,duf,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Danish Family Planning Association,dfpa,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Danish Red Cross,danishrc,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Dansk Missionråds Udviklingsafdeling,dmru,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Data4Development,d4d,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Dawuro Development Association,dawuro_da,0,1,0,1,0,0,0,0,0,0,1,0,Annual
DeafKidz International,dki1151219,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Democracy Reporting International gGmbH,dri,0,0,0,1,0,0,0,0,0,0,1,0,Annual
Department for International Trade,dit,0,0,0,1,0,0,0,0,0,0,1,0,Annual
Development Initiatives Poverty Research,dipr,0,2,1,1,0,0,0,0,0,0,0,0,Annual
Direcção Provincial de Saúde de Nampula,dps-nampula,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Disabled People's Organisations Denmark,dpod,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Djapo,djapo,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Doctors with Africa CUAMM,cuamm,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Drugs for Neglected Diseases initiative,dndi_transparency,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Dynamo International asbl,dynamo_international,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Défi Belgique Afrique,dba,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Eclosio,eclosio,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Edukans Foundation,edukans_foundation,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Emissa,emissa,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Energy 4 Impact,e4i,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Energy Saving Trust,energy_saving_trust,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Entraide et Fraternité,ef_,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0,0,0,0,0,0,0,0,0,0,1,0,Annual
FHI360,fhi360,0,0,0,0,0,0,0,0,0,0,1,0,Annual
FIAN Belgium,fian-belgium,0,0,0,0,0,0,0,0,0,0,1,0,Annual
FMO,fmo,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Fairtrade Belgium,fairtrade_be,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Faith to Action Network,f2a,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Family Counseling and Development Foundation,fcdf,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Family Guidance Association of Ethiopia,fgae_ethiopia,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Fiabel,fiabel,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Fondation Hirondelle,fh_ch,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Food and Agriculture Organization of the United Nations (FAO),fao,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Friends of Publish What You Fund,friendsofpwyf,0,0,0,2,0,0,0,0,0,0,0,0,Annual
Friends of the Earth International,foei,0,1,0,1,0,0,0,0,0,0,0,0,Annual
Fundación Fondo Mujeres del Sur,fms,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,0,0,0,0,0,0,0,0,0,0,1,0,Annual
GEF Secretariat,gef,0,0,0,1,0,0,0,0,0,0,0,0,Annual
GEOMOUN ASBL,geomoun,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Global Canopy,globalcanopy,0,1,0,0,0,0,0,0,0,0,1,0,Annual
Global Fund to End Modern Slavery,gfems,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Global Green Growth Institute (GGGI),gggi,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Gulu University,guluuni,0,0,0,1,0,0,0,0,0,0,1,0,Annual
HM Treasury,hmtfitb,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Handicap International Belgique,hib,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Handicap International Federation,hi_fed,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Health Insurance Fund,hif,0,0,0,0,0,0,0,0,0,0,1,0,Annual
HealthNet TPO,healthnet,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Healthright International-Kenya,hri,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Heartland Alliance International,ha-i,0,1,0,0,0,0,0,0,0,0,1,0,Annual
Helvetas Swiss Intercooperation,hsi,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Humanitarian Quality Assurance Initiative,hqai,0,0,1,1,0,0,0,0,0,0,1,0,Annual
"IDH, the Sustainable Trade Initiative",idh,0,0,0,0,0,0,0,0,0,0,1,0,Annual
IMA World Health,us-imawh,0,0,0,0,0,0,0,0,0,0,0,0,Annual
IMD Moçambique,imdmozambique,0,0,0,0,0,0,0,0,0,0,1,0,Annual
INTOSAI Development Initiative,idi,0,0,0,0,0,0,0,0,0,0,1,0,Annual
INTRAC,intrac,0,0,0,0,0,0,0,0,0,0,1,0,Annual
IOD PARC,iodparc,0,0,0,0,0,0,0,0,0,0,1,0,Annual
IPE Global Limited,ipeglobal,0,0,0,0,0,0,0,0,0,0,1,0,Annual
IREX (International Research and Exchange Board),irex,0,0,0,0,0,0,0,0,0,0,0,0,Annual
ITECO - Centre de formation pour le développement,iteco,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Impunity Watch,iw_admin,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Index Initiative Foundation,iif,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Instiglio,instiglio,0,1,0,1,0,0,0,0,0,0,1,0,Annual
"Institut National de l'Eau, Benin",ine_benin,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Institute for International Workers Education,iiwe,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Institute of Tropical Medicine,itm,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Integrity Research and Consultancy Ltd,integrity,0,0,0,0,0,0,0,0,0,0,1,0,Annual
International Aids Vaccine Initiative (IAVI),iavi,0,0,0,0,0,0,0,0,0,0,0,0,Annual
International Alert,international-alert,0,0,1,0,0,0,0,0,0,0,0,0,Annual
International Bureau of Fiscal Documentation (IBFD),ibfd,0,0,0,1,0,0,0,0,0,0,0,0,Annual
International Center for Not-for-Profit Law,icnl_org,0,0,1,0,0,0,0,0,0,0,1,0,Annual
International Center for Transitional Justice,ictj,0,0,0,0,0,0,0,0,0,0,0,0,Annual
International Child Development Initiatives,icdi,0,0,0,1,0,0,0,0,0,0,0,0,Annual
International Council of Voluntary Agencies,icva,0,0,0,1,0,0,0,0,0,0,0,0,Annual
International Crisis Group,crisisgroup,0,0,0,0,0,0,0,0,0,0,1,0,Annual
International Fertilizer Development Center,ifdc-us,0,0,1,0,0,0,0,0,0,0,0,0,Annual
International IDEA,idea,0,0,1,0,0,0,0,0,0,0,0,0,Annual
International Indigenous Women Forum,fimi_iiwf_2019,0,0,0,0,0,0,0,0,0,0,1,0,Annual
International Labour Organization (ILO),ilo,0,0,0,0,0,0,0,0,0,0,1,0,Annual
International Media Support,ims,0,0,0,0,0,0,0,0,0,0,1,0,Annual
International Network for Advancing Science and Policy,inasp,0,1,0,1,0,0,0,0,0,0,1,0,Annual
International Potato Center,cip,0,0,0,0,0,0,0,0,0,0,1,0,Annual
International Treatment Preparedness Coalition (ITPC),itpc,1,0,0,0,0,0,0,0,0,0,0,0,Annual
International Union for Conservation of Nature and Natural Resources,iucn,0,1,0,0,0,0,0,0,0,0,0,0,Annual
International Youth Alliance for Family Planning,iyafp,0,0,0,0,0,0,0,0,0,0,0,0,Annual
IntraHealth International,intrahealth,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Ireland - Department of Foreign Affairs and Trade,irishaid,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Johns Hopkins University,gi-jhu,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Joshua Orphan and Community Care,jocc_uk,1,0,0,0,0,0,0,0,0,0,0,0,Annual
KPMG LLP,kpmgllp,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Kenya National Commission on Human Rights,knchr,0,0,0,0,0,0,0,0,0,0,0,0,Annual
King Salman Humanitarian Aid and Relief Centre,ksrelief291,0,0,0,1,0,0,0,0,0,0,1,0,Annual
King's College London,kingscollegelondon,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Kwame Nkrumah University of Science and Technology,knust,0,0,0,0,0,0,0,0,0,0,1,0,Annual
LAMB Health Care Foundation,lhcf,0,0,0,0,0,0,0,0,0,0,1,0,Annual
LIGHT FOR THE WORLD The Netherlands,lftwnl,0,0,1,0,0,0,0,0,0,0,0,0,Annual
LIWA programme trust,liwa-admin,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Larive International,larive,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Light For The World Belgium,lftw-be,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Link Community Development International,lcdi_admin,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Louvain Coopération,lc,0,0,0,1,0,0,0,0,0,0,0,0,Annual
Max Foundation,max-foundation,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Medair,medair,0,0,1,0,0,0,0,0,0,0,0,0,Annual
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Memisa,memisa,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Mercy Corps Netherlands,mcn,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Miel Maya Honing asbl,mmha,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Milieudefensie,foenl,0,1,1,1,0,0,0,0,0,0,0,0,Annual
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Ministry of Foreign Affairs of  Japan,mofa-jpn,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Ministère de l'Economie et des Finances du Bénin,mefbenin,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Minority Rights Group,mrg,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Mzumbe University,m_u,0,0,0,0,0,0,0,0,0,0,1,0,Annual
National Coalition of Human Rights Defenders - Kenya,nchrdk,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Near East Foundation Mali (NEF Mali),nef_mali,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Near East Foundation UK (NEF UK),nef-uk,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Neem Foundation,neem,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Nepal Disabled Human Rights Center,dhrc_nepal,1,0,0,0,0,0,0,0,0,0,0,0,Annual
Nepal Netra Jyoti Sangh,nnjs_nepal,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Netherlands Organisation for Scientific Research (NWO),nwo,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Netherlands Space Office,nso,0,0,0,0,0,0,0,0,0,0,1,0,Annual
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Nonviolent Peaceforce South Sudan,npss,0,0,0,0,0,0,0,0,0,0,0,0,Annual
Norad - Norwegian Agency for Development Cooperation,norad,0,0,0,0,0,0,0,0,0,0,1,0,Annual
Northern Network for Education Development,nned,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Norwegian People's Aid,npa,0,0,0,0,0,0,0,0,0,0,1,0,Annual
"NpM, Platform for Inclusive Finance",npm,0,1,0,0,0,0,0,0,0,0,0,0,Annual
Nuffic,nuffic20171017,0,0,0,0,0,0,0,0,0,0,1,0,Annual
ODI Sales Limited,odi_sales_ltd,1,0,0,0,0,0,0,0,0,0,0,0,Annual
OECD,oecd,0,0,0,1,0,0,0,0,0,0,0,0,Annual
